filename,flair_dice,flair_sens,flair_prec,t1c_dice,t1c_sens,t1c_prec,t2_dice,t2_sens,t2_prec,fus2_dice,fus2_sens,fus2_prec,fus3_dice,fus3_sens,fus3_prec
BRATS_001.nii.gz,0.648,0.629,0.668,0.001,0.000,1.000,0.658,0.520,0.896,0.633,0.613,0.654,0.670,0.670,0.671
BRATS_002.nii.gz,0.695,0.673,0.717,0.001,0.001,1.000,0.769,0.783,0.755,0.869,0.883,0.856,0.839,0.793,0.890
BRATS_003.nii.gz,0.697,0.535,1.000,0.000,0.000,1.000,0.707,0.983,0.553,0.806,0.699,0.953,0.812,0.706,0.956
BRATS_004.nii.gz,0.902,0.824,0.996,0.001,0.000,1.000,0.861,0.756,1.000,0.794,0.658,1.000,0.807,0.676,1.000
BRATS_005.nii.gz,0.206,0.475,0.132,0.001,0.001,1.000,0.661,0.504,0.960,0.236,0.471,0.158,0.526,0.467,0.601
BRATS_006.nii.gz,0.660,0.493,0.998,0.000,0.000,1.000,0.519,0.380,0.820,0.330,0.198,1.000,0.375,0.231,0.997
BRATS_007.nii.gz,0.035,0.026,0.051,0.007,0.010,0.005,0.001,0.000,1.000,0.037,0.026,0.066,0.040,0.026,0.081
BRATS_008.nii.gz,0.772,0.635,0.983,0.000,0.000,1.000,0.779,0.676,0.919,0.768,0.633,0.977,0.770,0.636,0.976
BRATS_009.nii.gz,0.660,0.502,0.962,0.000,0.000,1.000,0.013,0.007,0.213,0.656,0.492,0.984,0.651,0.487,0.984
BRATS_010.nii.gz,0.416,0.959,0.266,0.002,0.001,1.000,0.002,0.001,1.000,0.596,0.963,0.431,0.558,0.955,0.394
BRATS_011.nii.gz,0.873,0.796,0.967,0.001,0.000,1.000,0.758,0.612,0.995,0.875,0.784,0.990,0.867,0.767,0.997
BRATS_012.nii.gz,0.680,0.857,0.563,0.113,0.658,0.062,0.135,0.776,0.074,0.879,0.875,0.882,0.654,0.866,0.525
BRATS_013.nii.gz,0.662,0.938,0.511,0.075,0.445,0.041,0.003,0.002,1.000,0.665,0.960,0.508,0.696,0.947,0.549
BRATS_014.nii.gz,0.692,0.711,0.673,0.178,0.283,0.130,0.710,0.550,1.000,0.505,0.653,0.412,0.635,0.725,0.565
BRATS_015.nii.gz,0.870,0.797,0.959,0.000,0.000,1.000,0.903,0.869,0.940,0.816,0.708,0.963,0.878,0.803,0.969
BRATS_016.nii.gz,0.587,0.689,0.512,0.001,0.000,1.000,0.626,0.456,1.000,0.758,0.903,0.653,0.837,0.900,0.783
BRATS_017.nii.gz,0.688,0.549,0.920,0.010,0.005,1.000,0.812,0.727,0.919,0.652,0.518,0.880,0.646,0.511,0.880
BRATS_018.nii.gz,0.599,0.447,0.910,0.001,0.000,1.000,0.154,0.083,1.000,0.595,0.445,0.898,0.627,0.478,0.912
BRATS_019.nii.gz,0.610,0.488,0.812,0.029,0.027,0.031,0.290,0.495,0.205,0.382,0.257,0.738,0.377,0.253,0.738
BRATS_020.nii.gz,0.152,0.091,0.462,0.000,0.000,1.000,0.617,0.527,0.743,0.146,0.097,0.294,0.139,0.102,0.218
BRATS_021.nii.gz,0.606,0.554,0.668,0.332,0.977,0.200,0.001,0.001,1.000,0.594,0.577,0.611,0.583,0.508,0.684
BRATS_022.nii.gz,0.897,0.828,0.978,0.293,0.305,0.282,0.500,0.431,0.596,0.795,0.673,0.971,0.792,0.668,0.971
BRATS_023.nii.gz,0.210,0.620,0.126,0.001,0.001,1.000,0.729,0.834,0.647,0.205,0.605,0.124,0.228,0.686,0.136
BRATS_024.nii.gz,0.637,0.861,0.505,0.146,0.079,1.000,0.743,0.619,0.929,0.860,0.871,0.850,0.875,0.855,0.896
BRATS_025.nii.gz,0.683,0.733,0.639,0.002,0.001,1.000,0.593,0.781,0.478,0.749,0.844,0.673,0.770,0.807,0.735
BRATS_026.nii.gz,0.936,0.918,0.955,0.001,0.001,1.000,0.788,0.650,1.000,0.915,0.894,0.938,0.913,0.876,0.953
BRATS_027.nii.gz,0.871,0.810,0.942,0.274,0.263,0.286,0.742,0.617,0.930,0.860,0.785,0.951,0.851,0.773,0.948
BRATS_028.nii.gz,0.669,0.761,0.596,0.023,0.012,1.000,0.297,0.978,0.175,0.323,0.851,0.200,0.324,0.850,0.200
BRATS_029.nii.gz,0.477,0.758,0.348,0.002,0.001,1.000,0.002,0.001,1.000,0.458,0.685,0.344,0.564,0.655,0.495
BRATS_030.nii.gz,0.718,0.638,0.820,0.002,0.001,1.000,0.772,0.687,0.882,0.729,0.598,0.933,0.738,0.608,0.939
BRATS_031.nii.gz,0.522,0.795,0.388,0.130,0.506,0.074,0.732,0.626,0.880,0.525,0.761,0.401,0.568,0.733,0.463
BRATS_032.nii.gz,0.781,0.731,0.837,0.341,0.207,0.971,0.698,0.581,0.873,0.717,0.603,0.882,0.736,0.612,0.922
BRATS_033.nii.gz,0.745,0.635,0.902,0.875,0.828,0.928,0.627,0.531,0.767,0.847,0.785,0.919,0.836,0.784,0.894
BRATS_034.nii.gz,0.648,0.542,0.806,0.000,0.000,1.000,0.692,0.616,0.790,0.717,0.820,0.637,0.730,0.601,0.930
BRATS_035.nii.gz,0.745,0.895,0.638,0.268,0.737,0.164,0.394,0.248,0.965,0.685,0.891,0.556,0.643,0.828,0.525
BRATS_036.nii.gz,0.694,0.577,0.869,0.001,0.000,1.000,0.773,0.665,0.922,0.920,0.875,0.970,0.901,0.822,0.997
BRATS_037.nii.gz,0.535,0.512,0.560,0.270,0.423,0.198,0.472,0.513,0.438,0.559,0.590,0.531,0.835,0.858,0.813
BRATS_038.nii.gz,0.542,0.373,0.989,0.639,0.593,0.693,0.509,0.342,0.993,0.519,0.351,0.998,0.735,0.641,0.861
BRATS_039.nii.gz,0.756,0.620,0.969,0.533,0.602,0.478,0.368,0.426,0.324,0.800,0.682,0.967,0.705,0.550,0.981
BRATS_040.nii.gz,0.861,0.775,0.969,0.417,0.267,0.958,0.827,0.721,0.969,0.840,0.728,0.991,0.842,0.736,0.982
BRATS_041.nii.gz,0.550,0.381,0.987,0.001,0.000,1.000,0.724,0.627,0.854,0.747,0.616,0.949,0.699,0.544,0.977
BRATS_042.nii.gz,0.627,0.676,0.585,0.002,0.001,1.000,0.743,0.609,0.952,0.403,0.350,0.475,0.537,0.522,0.553
BRATS_043.nii.gz,0.544,0.854,0.399,0.531,0.508,0.556,0.344,0.500,0.262,0.508,0.815,0.369,0.766,0.781,0.752
BRATS_044.nii.gz,0.789,0.894,0.706,0.255,1.000,0.146,0.747,0.596,1.000,0.543,0.960,0.379,0.725,0.878,0.618
BRATS_045.nii.gz,0.822,0.699,0.998,0.001,0.000,1.000,0.500,0.528,0.475,0.862,0.759,0.999,0.817,0.691,1.000
BRATS_046.nii.gz,0.765,0.757,0.773,0.679,0.645,0.716,0.510,0.591,0.449,0.803,0.740,0.877,0.830,0.741,0.944
BRATS_047.nii.gz,0.903,0.875,0.933,0.370,0.523,0.287,0.806,0.814,0.798,0.836,0.748,0.948,0.830,0.733,0.955
BRATS_048.nii.gz,0.881,0.822,0.949,0.521,0.352,0.999,0.507,0.577,0.452,0.885,0.819,0.963,0.882,0.808,0.971
BRATS_049.nii.gz,0.861,0.853,0.869,0.001,0.000,1.000,0.716,0.608,0.870,0.884,0.796,0.995,0.878,0.788,0.992
BRATS_050.nii.gz,0.736,0.599,0.955,0.690,0.528,0.998,0.688,0.547,0.928,0.675,0.509,1.000,0.684,0.520,1.000
BRATS_051.nii.gz,0.803,0.671,1.000,0.001,0.000,1.000,0.693,0.680,0.705,0.795,0.659,1.000,0.777,0.635,1.000
BRATS_052.nii.gz,0.720,0.829,0.636,0.001,0.000,1.000,0.657,0.797,0.558,0.651,0.720,0.595,0.686,0.836,0.581
BRATS_053.nii.gz,0.479,0.328,0.889,0.176,0.345,0.118,0.496,0.338,0.932,0.467,0.309,0.956,0.495,0.333,0.963
BRATS_054.nii.gz,0.712,0.569,0.952,0.114,0.061,1.000,0.524,0.455,0.619,0.746,0.607,0.967,0.727,0.590,0.947
BRATS_055.nii.gz,0.712,0.561,0.974,0.212,0.119,1.000,0.634,0.621,0.647,0.782,0.653,0.972,0.740,0.595,0.979
BRATS_056.nii.gz,0.712,0.571,0.945,0.220,0.123,0.998,0.438,0.374,0.529,0.817,0.720,0.944,0.747,0.603,0.981
BRATS_057.nii.gz,0.610,0.624,0.597,0.236,0.134,1.000,0.597,0.609,0.585,0.565,0.675,0.485,0.774,0.638,0.984
BRATS_058.nii.gz,0.636,0.519,0.821,0.001,0.000,1.000,0.205,0.114,1.000,0.632,0.548,0.745,0.740,0.617,0.923
BRATS_059.nii.gz,0.726,0.578,0.975,0.001,0.000,1.000,0.610,0.640,0.582,0.445,0.690,0.329,0.684,0.520,1.000
BRATS_060.nii.gz,0.777,0.760,0.795,0.001,0.000,1.000,0.560,0.621,0.510,0.788,0.724,0.866,0.805,0.792,0.819
BRATS_061.nii.gz,0.890,0.832,0.957,0.001,0.000,1.000,0.551,0.528,0.577,0.895,0.816,0.992,0.866,0.767,0.995
BRATS_062.nii.gz,0.641,0.608,0.677,0.322,0.722,0.207,0.136,0.150,0.125,0.637,0.631,0.643,0.623,0.641,0.607
BRATS_063.nii.gz,0.811,0.683,0.998,0.001,0.000,1.000,0.746,0.615,0.947,0.754,0.608,0.991,0.807,0.679,0.993
BRATS_064.nii.gz,0.809,0.692,0.975,0.812,0.686,0.997,0.670,0.506,0.989,0.873,0.791,0.973,0.810,0.695,0.971
BRATS_065.nii.gz,0.648,0.570,0.751,0.652,0.486,0.989,0.281,0.164,1.000,0.865,0.793,0.951,0.746,0.615,0.949
BRATS_066.nii.gz,0.608,0.474,0.847,0.000,0.000,1.000,0.737,0.731,0.744,0.480,0.474,0.485,0.670,0.535,0.896
BRATS_067.nii.gz,0.769,0.803,0.738,0.151,0.365,0.095,0.616,0.670,0.570,0.607,0.777,0.498,0.825,0.795,0.857
BRATS_068.nii.gz,0.265,0.558,0.174,0.131,0.472,0.076,0.521,0.500,0.545,0.270,0.482,0.188,0.611,0.517,0.747
BRATS_069.nii.gz,0.765,0.897,0.667,0.227,1.000,0.128,0.113,0.133,0.098,0.720,0.906,0.597,0.771,0.935,0.656
BRATS_070.nii.gz,0.812,0.900,0.739,0.294,0.905,0.175,0.108,0.129,0.092,0.649,0.902,0.507,0.725,0.917,0.600
BRATS_071.nii.gz,0.795,0.849,0.747,0.249,0.999,0.142,0.300,0.394,0.243,0.715,0.913,0.587,0.824,0.891,0.766
BRATS_072.nii.gz,0.642,0.612,0.675,0.389,0.469,0.332,0.234,0.133,1.000,0.612,0.651,0.579,0.658,0.676,0.641
BRATS_073.nii.gz,0.659,0.678,0.641,0.001,0.000,1.000,0.325,0.245,0.481,0.622,0.685,0.570,0.617,0.684,0.563
BRATS_074.nii.gz,0.714,0.609,0.862,0.000,0.000,1.000,0.584,0.602,0.568,0.708,0.606,0.851,0.762,0.672,0.880
BRATS_075.nii.gz,0.760,0.866,0.678,0.296,0.372,0.245,0.457,0.429,0.490,0.779,0.840,0.726,0.822,0.726,0.946
BRATS_076.nii.gz,0.818,0.737,0.919,0.001,0.000,1.000,0.726,0.574,0.988,0.866,0.808,0.933,0.824,0.727,0.951
BRATS_077.nii.gz,0.848,0.951,0.765,0.271,0.913,0.159,0.504,0.536,0.475,0.766,0.966,0.635,0.867,0.945,0.801
BRATS_078.nii.gz,0.734,0.683,0.794,0.677,0.622,0.744,0.300,0.471,0.220,0.700,0.721,0.681,0.691,0.735,0.652
BRATS_079.nii.gz,0.622,0.554,0.709,0.001,0.000,1.000,0.741,0.657,0.849,0.332,0.691,0.218,0.798,0.762,0.837
BRATS_080.nii.gz,0.646,0.686,0.611,0.001,0.000,1.000,0.597,0.426,1.000,0.383,0.473,0.321,0.537,0.679,0.444
BRATS_081.nii.gz,0.754,0.674,0.855,0.395,0.999,0.246,0.204,0.115,0.932,0.854,0.772,0.954,0.807,0.698,0.957
BRATS_082.nii.gz,0.825,0.702,1.000,0.914,0.843,0.999,0.857,0.749,1.000,0.843,0.728,1.000,0.835,0.717,1.000
BRATS_083.nii.gz,0.728,0.865,0.628,0.001,0.001,1.000,0.640,0.681,0.604,0.363,0.930,0.225,0.901,0.838,0.975
BRATS_084.nii.gz,0.625,0.952,0.465,0.160,0.663,0.091,0.610,0.453,0.935,0.275,0.928,0.162,0.567,0.917,0.410
BRATS_085.nii.gz,0.388,0.242,0.974,0.296,0.181,0.813,0.527,0.358,1.000,0.691,0.534,0.979,0.655,0.489,0.992
BRATS_086.nii.gz,0.738,0.623,0.906,0.001,0.000,1.000,0.703,0.545,0.991,0.801,0.695,0.946,0.822,0.719,0.960
BRATS_087.nii.gz,0.667,0.713,0.626,0.114,0.234,0.075,0.801,0.689,0.958,0.621,0.753,0.529,0.750,0.806,0.701
BRATS_088.nii.gz,0.750,0.606,0.985,0.447,0.288,1.000,0.738,0.681,0.805,0.764,0.639,0.949,0.817,0.698,0.986
BRATS_089.nii.gz,0.810,0.704,0.955,0.001,0.000,1.000,0.696,0.656,0.741,0.768,0.625,0.995,0.865,0.769,0.989
BRATS_090.nii.gz,0.638,0.787,0.536,0.653,0.763,0.572,0.610,0.726,0.525,0.647,0.805,0.540,0.653,0.837,0.535
BRATS_091.nii.gz,0.822,0.773,0.877,0.466,0.692,0.351,0.644,0.475,1.000,0.693,0.533,0.991,0.793,0.658,0.998
BRATS_092.nii.gz,0.627,0.922,0.475,0.075,0.132,0.053,0.725,0.677,0.780,0.443,0.996,0.285,0.457,0.961,0.300
BRATS_093.nii.gz,0.716,0.690,0.745,0.000,0.000,1.000,0.403,0.301,0.610,0.065,0.040,0.176,0.062,0.041,0.129
BRATS_094.nii.gz,0.842,0.761,0.943,0.000,0.000,1.000,0.729,0.590,0.953,0.796,0.668,0.984,0.783,0.648,0.988
BRATS_095.nii.gz,0.439,0.638,0.335,0.001,0.001,1.000,0.295,0.263,0.336,0.228,0.685,0.137,0.233,0.751,0.138
BRATS_096.nii.gz,0.861,0.807,0.922,0.826,0.861,0.793,0.794,0.711,0.899,0.848,0.746,0.982,0.853,0.760,0.970
BRATS_097.nii.gz,0.325,0.519,0.236,0.504,0.526,0.484,0.748,0.601,0.991,0.832,0.732,0.965,0.746,0.735,0.757
BRATS_098.nii.gz,0.727,0.658,0.811,0.341,0.205,1.000,0.758,0.610,1.000,0.747,0.596,1.000,0.742,0.589,1.000
BRATS_099.nii.gz,0.921,0.854,0.999,0.001,0.000,1.000,0.852,0.742,1.000,0.919,0.853,0.997,0.910,0.837,0.998
BRATS_100.nii.gz,0.845,0.929,0.775,0.309,0.471,0.229,0.001,0.000,1.000,0.446,0.922,0.294,0.313,0.620,0.210
BRATS_101.nii.gz,0.336,0.598,0.234,0.255,0.181,0.432,0.473,0.342,0.765,0.389,0.492,0.321,0.530,0.372,0.923
BRATS_102.nii.gz,0.407,0.418,0.397,0.150,0.324,0.098,0.498,0.365,0.783,0.440,0.282,1.000,0.631,0.872,0.495
BRATS_103.nii.gz,0.544,0.442,0.709,0.582,0.432,0.888,0.622,0.470,0.918,0.570,0.474,0.714,0.641,0.482,0.959
BRATS_104.nii.gz,0.637,0.504,0.866,0.539,0.572,0.511,0.472,0.385,0.608,0.758,0.797,0.723,0.656,0.595,0.730
BRATS_105.nii.gz,0.605,0.496,0.775,0.439,0.501,0.391,0.250,0.167,0.499,0.605,0.494,0.781,0.627,0.513,0.805
BRATS_106.nii.gz,0.660,0.556,0.812,0.269,0.539,0.179,0.212,0.197,0.230,0.781,0.751,0.814,0.795,0.745,0.853
BRATS_107.nii.gz,0.717,0.856,0.617,0.001,0.001,1.000,0.339,0.448,0.272,0.410,0.842,0.271,0.746,0.877,0.649
BRATS_108.nii.gz,0.728,0.601,0.924,0.433,0.796,0.297,0.505,0.400,0.685,0.720,0.587,0.933,0.681,0.518,0.993
BRATS_109.nii.gz,0.816,0.739,0.912,0.520,0.437,0.643,0.838,0.760,0.933,0.807,0.677,1.000,0.784,0.645,1.000
BRATS_110.nii.gz,0.674,0.674,0.673,0.001,0.000,1.000,0.542,0.583,0.507,0.726,0.680,0.780,0.766,0.624,0.990
BRATS_111.nii.gz,0.871,0.797,0.962,0.264,0.445,0.188,0.567,0.402,0.960,0.790,0.766,0.815,0.794,0.764,0.827
BRATS_112.nii.gz,0.817,0.692,0.997,0.214,0.306,0.165,0.818,0.706,0.972,0.808,0.679,0.999,0.804,0.674,0.998
BRATS_113.nii.gz,0.664,0.499,0.991,0.001,0.000,1.000,0.821,0.708,0.977,0.730,0.575,0.999,0.858,0.753,0.998
BRATS_114.nii.gz,0.738,0.732,0.743,0.001,0.000,1.000,0.600,0.600,0.601,0.776,0.789,0.763,0.848,0.750,0.977
BRATS_115.nii.gz,0.855,0.748,0.998,0.001,0.000,1.000,0.778,0.640,0.993,0.710,0.862,0.603,0.842,0.731,0.991
BRATS_116.nii.gz,0.883,0.791,0.999,0.014,0.007,1.000,0.659,0.720,0.606,0.860,0.767,0.978,0.892,0.822,0.975
BRATS_117.nii.gz,0.817,0.691,0.998,0.004,0.002,1.000,0.827,0.713,0.985,0.833,0.714,0.999,0.832,0.712,0.999
BRATS_118.nii.gz,0.842,0.815,0.871,0.001,0.000,1.000,0.127,0.068,1.000,0.741,0.831,0.668,0.847,0.866,0.829
BRATS_119.nii.gz,0.732,0.591,0.960,0.496,0.770,0.365,0.419,0.265,0.999,0.740,0.594,0.983,0.749,0.604,0.985
BRATS_120.nii.gz,0.480,0.967,0.319,0.075,0.259,0.044,0.000,0.000,0.000,0.084,0.352,0.047,0.214,0.970,0.120
BRATS_121.nii.gz,0.588,0.602,0.574,0.360,0.542,0.269,0.554,0.621,0.500,0.355,0.585,0.254,0.487,0.596,0.412
BRATS_122.nii.gz,0.790,0.779,0.802,0.364,0.561,0.269,0.288,0.524,0.198,0.462,0.775,0.330,0.814,0.778,0.853
BRATS_123.nii.gz,0.732,0.582,0.988,0.001,0.000,1.000,0.596,0.428,0.985,0.707,0.551,0.987,0.734,0.582,0.991
BRATS_124.nii.gz,0.764,0.789,0.740,0.179,0.407,0.115,0.396,0.247,1.000,0.437,0.820,0.298,0.821,0.783,0.864
BRATS_125.nii.gz,0.763,0.787,0.740,0.516,0.626,0.440,0.640,0.472,0.998,0.725,0.737,0.714,0.858,0.768,0.973
BRATS_126.nii.gz,0.735,0.622,0.897,0.001,0.000,1.000,0.599,0.573,0.626,0.644,0.552,0.774,0.713,0.581,0.924
BRATS_127.nii.gz,0.749,0.802,0.704,0.361,0.990,0.221,0.732,0.577,1.000,0.471,0.904,0.318,0.780,0.640,0.998
BRATS_128.nii.gz,0.747,0.717,0.779,0.003,0.001,1.000,0.480,0.755,0.352,0.167,0.543,0.098,0.248,0.719,0.150
BRATS_129.nii.gz,0.698,0.593,0.849,0.000,0.000,1.000,0.619,0.518,0.768,0.774,0.654,0.947,0.774,0.651,0.952
BRATS_130.nii.gz,0.844,0.790,0.905,0.001,0.001,1.000,0.725,0.710,0.741,0.249,0.833,0.146,0.253,0.851,0.148
BRATS_131.nii.gz,0.690,0.584,0.842,0.561,0.418,0.849,0.030,0.015,1.000,0.723,0.680,0.772,0.791,0.804,0.778
BRATS_132.nii.gz,0.709,0.560,0.967,0.684,0.523,0.989,0.453,0.488,0.423,0.700,0.559,0.935,0.681,0.523,0.979
BRATS_133.nii.gz,0.741,0.598,0.976,0.427,0.272,1.000,0.702,0.541,1.000,0.778,0.674,0.920,0.762,0.663,0.896
BRATS_134.nii.gz,0.629,0.694,0.576,0.405,0.775,0.274,0.363,0.455,0.301,0.594,0.695,0.518,0.577,0.739,0.473
BRATS_135.nii.gz,0.710,0.615,0.838,0.222,0.169,0.324,0.001,0.000,1.000,0.563,0.441,0.776,0.650,0.541,0.813
BRATS_136.nii.gz,0.601,0.515,0.721,0.515,0.368,0.857,0.224,0.200,0.255,0.655,0.877,0.522,0.644,0.838,0.523
BRATS_137.nii.gz,0.759,0.842,0.691,0.403,0.252,1.000,0.445,0.295,0.903,0.338,0.203,1.000,0.478,0.365,0.693
BRATS_138.nii.gz,0.405,0.830,0.268,0.192,0.612,0.114,0.003,0.002,1.000,0.325,0.821,0.202,0.258,0.826,0.153
BRATS_139.nii.gz,0.776,0.691,0.884,0.530,0.430,0.688,0.291,0.170,1.000,0.679,0.626,0.741,0.768,0.663,0.912
BRATS_140.nii.gz,0.300,0.177,0.986,0.437,0.280,1.000,0.455,0.384,0.559,0.501,0.426,0.607,0.636,0.592,0.688
BRATS_141.nii.gz,0.000,0.000,1.000,0.164,0.089,1.000,0.646,0.478,0.995,0.654,0.532,0.850,0.817,0.710,0.962
BRATS_142.nii.gz,0.711,0.819,0.628,0.357,0.567,0.261,0.636,0.549,0.756,0.861,0.775,0.969,0.837,0.775,0.908
BRATS_143.nii.gz,0.940,0.919,0.963,0.005,0.003,1.000,0.889,0.812,0.983,0.885,0.940,0.836,0.690,0.535,0.969
BRATS_144.nii.gz,0.858,0.768,0.971,0.001,0.001,1.000,0.503,0.367,0.796,0.501,0.889,0.348,0.673,0.512,0.980
BRATS_145.nii.gz,0.874,0.821,0.933,0.315,0.271,0.377,0.762,0.616,1.000,0.881,0.908,0.856,0.886,0.873,0.900
BRATS_146.nii.gz,0.725,0.580,0.968,0.038,0.043,0.034,0.483,0.319,1.000,0.729,0.602,0.925,0.725,0.581,0.966
BRATS_147.nii.gz,0.309,0.182,1.000,0.469,0.730,0.345,0.779,0.640,0.995,0.602,0.847,0.466,0.291,0.171,1.000
BRATS_148.nii.gz,0.758,0.616,0.985,0.469,0.493,0.447,0.604,0.556,0.663,0.811,0.702,0.960,0.695,0.532,1.000
BRATS_149.nii.gz,0.699,0.549,0.964,0.001,0.000,1.000,0.678,0.604,0.773,0.683,0.591,0.809,0.711,0.560,0.972
BRATS_150.nii.gz,0.775,0.645,0.969,0.001,0.000,1.000,0.579,0.500,0.686,0.737,0.613,0.921,0.745,0.598,0.988
BRATS_151.nii.gz,0.659,0.514,0.915,0.467,0.346,0.718,0.504,0.378,0.759,0.700,0.608,0.824,0.711,0.573,0.937
BRATS_152.nii.gz,0.675,0.532,0.924,0.471,0.350,0.721,0.447,0.318,0.752,0.708,0.610,0.844,0.697,0.555,0.936
BRATS_153.nii.gz,0.725,0.610,0.894,0.228,0.129,1.000,0.737,0.611,0.930,0.564,0.673,0.486,0.706,0.580,0.901
BRATS_154.nii.gz,0.718,0.641,0.814,0.001,0.000,1.000,0.790,0.666,0.969,0.872,0.831,0.918,0.864,0.828,0.904
BRATS_155.nii.gz,0.839,0.725,0.997,0.838,0.728,0.987,0.796,0.721,0.888,0.807,0.679,0.993,0.817,0.691,1.000
BRATS_156.nii.gz,0.714,0.844,0.618,0.396,0.349,0.457,0.210,0.158,0.313,0.575,0.730,0.474,0.554,0.752,0.439
BRATS_157.nii.gz,0.765,0.635,0.961,0.294,0.172,1.000,0.375,0.232,0.978,0.767,0.679,0.882,0.800,0.688,0.954
BRATS_158.nii.gz,0.780,0.811,0.751,0.542,0.781,0.415,0.758,0.610,1.000,0.814,0.878,0.759,0.828,0.796,0.864
BRATS_159.nii.gz,0.761,0.652,0.913,0.001,0.000,1.000,0.571,0.592,0.551,0.791,0.687,0.931,0.785,0.667,0.953
BRATS_160.nii.gz,0.236,0.678,0.143,0.114,0.595,0.063,0.663,0.501,0.982,0.764,0.628,0.973,0.436,0.752,0.307
BRATS_161.nii.gz,0.869,0.843,0.897,0.205,0.328,0.149,0.127,0.068,1.000,0.595,0.591,0.598,0.698,0.643,0.763
BRATS_162.nii.gz,0.639,0.474,0.980,0.001,0.000,1.000,0.487,0.340,0.856,0.465,0.632,0.368,0.639,0.486,0.932
BRATS_163.nii.gz,0.763,0.679,0.871,0.087,0.110,0.073,0.771,0.779,0.763,0.374,0.330,0.431,0.741,0.670,0.828
BRATS_164.nii.gz,0.797,0.679,0.965,0.436,0.279,0.998,0.399,0.454,0.356,0.256,0.728,0.155,0.300,0.720,0.189
BRATS_165.nii.gz,0.684,0.623,0.759,0.001,0.000,1.000,0.702,0.551,0.968,0.789,0.661,0.978,0.779,0.647,0.980
BRATS_166.nii.gz,0.694,0.675,0.715,0.001,0.000,1.000,0.577,0.615,0.543,0.651,0.695,0.612,0.671,0.597,0.767
BRATS_167.nii.gz,0.700,0.786,0.631,0.156,0.446,0.094,0.445,0.564,0.367,0.206,0.762,0.119,0.827,0.760,0.907
BRATS_168.nii.gz,0.766,0.889,0.674,0.001,0.001,1.000,0.499,0.766,0.370,0.672,0.868,0.548,0.732,0.910,0.612
BRATS_169.nii.gz,0.387,0.516,0.309,0.027,0.051,0.018,0.001,0.000,1.000,0.166,0.317,0.113,0.359,0.459,0.294
BRATS_170.nii.gz,0.701,0.604,0.835,0.416,0.311,0.627,0.676,0.632,0.727,0.732,0.607,0.923,0.738,0.600,0.957
BRATS_171.nii.gz,0.000,0.000,0.000,0.030,0.036,0.026,0.000,0.000,0.000,0.129,0.222,0.091,0.000,0.000,0.000
BRATS_172.nii.gz,0.794,0.700,0.916,0.592,0.421,0.999,0.398,0.308,0.561,0.519,0.829,0.378,0.879,0.798,0.978
BRATS_173.nii.gz,0.621,0.454,0.983,0.560,0.389,1.000,0.437,0.418,0.457,0.689,0.692,0.686,0.766,0.621,1.000
BRATS_174.nii.gz,0.731,0.605,0.924,0.684,0.520,0.999,0.706,0.551,0.983,0.792,0.695,0.920,0.735,0.592,0.969
BRATS_175.nii.gz,0.415,0.889,0.271,0.020,0.287,0.010,0.521,0.511,0.531,0.299,0.889,0.180,0.345,0.906,0.213
BRATS_176.nii.gz,0.767,0.829,0.714,0.026,0.279,0.014,0.541,0.520,0.564,0.059,0.153,0.037,0.785,0.827,0.748
BRATS_177.nii.gz,0.123,0.614,0.068,0.066,0.645,0.035,0.234,0.148,0.558,0.099,0.655,0.054,0.193,0.522,0.119
BRATS_178.nii.gz,0.442,0.595,0.352,0.177,0.775,0.100,0.004,0.002,1.000,0.158,0.635,0.090,0.269,0.668,0.168
BRATS_179.nii.gz,0.719,0.586,0.931,0.553,0.391,0.941,0.003,0.001,1.000,0.752,0.621,0.952,0.721,0.602,0.899
BRATS_180.nii.gz,0.549,0.445,0.719,0.058,0.032,0.317,0.000,0.000,0.000,0.763,0.714,0.819,0.767,0.708,0.837
BRATS_181.nii.gz,0.779,0.651,0.971,0.000,0.000,1.000,0.646,0.479,0.993,0.823,0.706,0.985,0.702,0.540,1.000
BRATS_182.nii.gz,0.849,0.749,0.979,0.001,0.000,1.000,0.690,0.526,1.000,0.755,0.719,0.795,0.546,0.376,1.000
BRATS_183.nii.gz,0.834,0.810,0.859,0.003,0.001,1.000,0.498,0.372,0.753,0.396,0.685,0.279,0.246,0.788,0.145
BRATS_184.nii.gz,0.693,0.583,0.852,0.002,0.001,1.000,0.560,0.464,0.704,0.351,0.432,0.295,0.305,0.874,0.185
BRATS_185.nii.gz,0.632,0.476,0.942,0.002,0.001,1.000,0.483,0.353,0.763,0.347,0.407,0.302,0.382,0.480,0.317
BRATS_186.nii.gz,0.389,0.813,0.255,0.199,0.270,0.158,0.320,0.583,0.221,0.473,0.866,0.325,0.243,0.869,0.142
BRATS_187.nii.gz,0.451,0.908,0.300,0.002,0.001,1.000,0.483,0.541,0.436,0.348,0.613,0.242,0.453,0.931,0.300
BRATS_188.nii.gz,0.416,0.784,0.283,0.002,0.001,1.000,0.524,0.385,0.818,0.350,0.543,0.258,0.497,0.829,0.355
BRATS_189.nii.gz,0.465,0.648,0.362,0.362,0.517,0.279,0.497,0.526,0.471,0.469,0.721,0.347,0.711,0.726,0.696
BRATS_190.nii.gz,0.791,0.712,0.889,0.318,0.189,1.000,0.676,0.520,0.965,0.808,0.709,0.938,0.734,0.589,0.974
