filename,flair_dice,flair_sens,flair_prec,t1c_dice,t1c_sens,t1c_prec,t2_dice,t2_sens,t2_prec,fus2_dice,fus2_sens,fus2_prec,fus3_dice,fus3_sens,fus3_prec
BRATS_191.nii.gz,0.748,0.614,0.956,0.000,0.000,1.000,0.506,0.393,0.711,0.756,0.624,0.959,0.764,0.632,0.964
BRATS_192.nii.gz,0.645,0.748,0.567,0.104,0.127,0.088,0.001,0.001,1.000,0.440,0.884,0.292,0.412,0.892,0.268
BRATS_193.nii.gz,0.780,0.753,0.810,0.849,0.749,0.981,0.692,0.529,1.000,0.845,0.739,0.988,0.000,0.000,0.000
BRATS_194.nii.gz,0.592,0.739,0.494,0.001,0.000,1.000,0.506,0.475,0.541,0.549,0.639,0.482,0.586,0.749,0.481
BRATS_195.nii.gz,0.720,0.574,0.968,0.001,0.000,1.000,0.489,0.325,0.994,0.658,0.497,0.973,0.651,0.486,0.988
BRATS_196.nii.gz,0.833,0.762,0.918,0.343,0.587,0.243,0.799,0.733,0.878,0.813,0.768,0.863,0.782,0.827,0.742
BRATS_197.nii.gz,0.258,0.322,0.216,0.001,0.000,1.000,0.072,0.039,0.383,0.471,0.943,0.314,0.431,0.624,0.330
BRATS_198.nii.gz,0.861,0.907,0.819,0.000,0.000,1.000,0.758,0.610,1.000,0.341,0.379,0.310,0.877,0.854,0.902
BRATS_199.nii.gz,0.648,0.557,0.776,0.648,0.571,0.748,0.535,0.492,0.586,0.399,0.807,0.265,0.378,0.834,0.245
BRATS_200.nii.gz,0.779,0.781,0.777,0.000,0.000,1.000,0.797,0.672,0.977,0.792,0.730,0.865,0.842,0.754,0.951
BRATS_201.nii.gz,0.001,0.001,0.005,0.000,0.000,0.000,0.001,0.000,0.037,0.001,0.001,0.029,0.002,0.001,0.029
BRATS_202.nii.gz,0.676,0.551,0.874,0.000,0.000,1.000,0.338,0.208,0.890,0.701,0.563,0.930,0.709,0.570,0.937
BRATS_203.nii.gz,0.711,0.697,0.725,0.001,0.000,1.000,0.513,0.581,0.460,0.714,0.576,0.936,0.672,0.642,0.705
BRATS_204.nii.gz,0.717,0.607,0.877,0.658,0.834,0.544,0.681,0.607,0.774,0.754,0.640,0.916,0.756,0.643,0.917
BRATS_205.nii.gz,0.923,0.890,0.959,0.001,0.000,1.000,0.697,0.659,0.739,0.872,0.779,0.990,0.876,0.786,0.991
BRATS_206.nii.gz,0.644,0.526,0.830,0.000,0.000,1.000,0.506,0.370,0.803,0.669,0.538,0.883,0.693,0.566,0.894
BRATS_207.nii.gz,0.802,0.734,0.883,0.360,0.390,0.335,0.808,0.719,0.922,0.793,0.721,0.882,0.821,0.732,0.935
BRATS_208.nii.gz,0.727,0.590,0.948,0.001,0.001,1.000,0.500,0.409,0.643,0.728,0.594,0.941,0.786,0.669,0.953
BRATS_209.nii.gz,0.537,0.379,0.921,0.763,0.921,0.652,0.753,0.690,0.830,0.829,0.754,0.920,0.837,0.759,0.931
BRATS_210.nii.gz,0.430,0.300,0.760,0.393,0.717,0.271,0.006,0.005,0.006,0.731,0.667,0.809,0.754,0.626,0.946
BRATS_211.nii.gz,0.588,0.632,0.549,0.683,0.657,0.712,0.480,0.536,0.435,0.796,0.701,0.920,0.807,0.706,0.942
BRATS_212.nii.gz,0.563,0.671,0.485,0.680,0.641,0.725,0.381,0.457,0.326,0.769,0.701,0.853,0.730,0.737,0.722
BRATS_213.nii.gz,0.643,0.906,0.498,0.208,1.000,0.116,0.153,0.240,0.112,0.255,0.987,0.146,0.192,0.988,0.106
BRATS_214.nii.gz,0.663,0.707,0.624,0.239,0.695,0.144,0.240,0.447,0.164,0.593,0.777,0.480,0.765,0.728,0.806
BRATS_215.nii.gz,0.037,0.023,0.100,0.238,0.610,0.147,0.001,0.001,1.000,0.036,0.023,0.087,0.038,0.024,0.096
BRATS_216.nii.gz,0.144,0.114,0.195,0.180,0.382,0.118,0.037,0.020,0.220,0.156,0.118,0.229,0.164,0.095,0.602
BRATS_217.nii.gz,0.713,0.578,0.932,0.000,0.000,1.000,0.794,0.690,0.934,0.843,0.753,0.957,0.829,0.733,0.954
BRATS_218.nii.gz,0.898,0.864,0.936,0.120,0.064,1.000,0.867,0.768,0.996,0.237,0.173,0.377,0.917,0.870,0.970
BRATS_219.nii.gz,0.783,0.745,0.825,0.569,0.578,0.561,0.516,0.349,0.987,0.829,0.842,0.816,0.855,0.832,0.879
BRATS_220.nii.gz,0.567,0.502,0.651,0.239,0.485,0.159,0.448,0.384,0.536,0.776,0.859,0.708,0.788,0.804,0.772
BRATS_221.nii.gz,0.716,0.562,0.987,0.432,0.276,0.997,0.716,0.566,0.976,0.525,0.472,0.591,0.684,0.532,0.958
BRATS_222.nii.gz,0.460,0.715,0.339,0.001,0.000,1.000,0.618,0.581,0.659,0.490,0.784,0.356,0.641,0.658,0.624
BRATS_223.nii.gz,0.000,0.000,1.000,0.338,0.212,0.842,0.002,0.001,1.000,0.352,0.270,0.507,0.598,0.549,0.657
BRATS_224.nii.gz,0.658,0.936,0.507,0.301,0.944,0.179,0.430,0.486,0.385,0.733,0.910,0.613,0.757,0.894,0.657
BRATS_225.nii.gz,0.740,0.616,0.928,0.445,0.809,0.307,0.667,0.506,0.976,0.740,0.813,0.679,0.710,0.737,0.684
BRATS_226.nii.gz,0.545,0.811,0.410,0.001,0.001,1.000,0.348,0.392,0.312,0.328,0.863,0.202,0.321,0.814,0.200
BRATS_227.nii.gz,0.736,0.611,0.928,0.001,0.000,1.000,0.709,0.578,0.916,0.636,0.467,0.999,0.654,0.487,0.996
BRATS_228.nii.gz,0.823,0.867,0.783,0.303,0.179,1.000,0.696,0.606,0.817,0.558,0.394,0.959,0.707,0.600,0.862
BRATS_229.nii.gz,0.784,0.645,1.000,0.431,0.604,0.335,0.518,0.350,1.000,0.786,0.652,0.991,0.736,0.582,1.000
BRATS_230.nii.gz,0.828,0.910,0.759,0.002,0.001,1.000,0.517,0.764,0.390,0.214,0.379,0.149,0.875,0.929,0.827
BRATS_231.nii.gz,0.719,0.566,0.985,0.129,0.069,0.978,0.666,0.507,0.971,0.819,0.717,0.955,0.740,0.590,0.993
BRATS_232.nii.gz,0.612,0.807,0.493,0.002,0.001,1.000,0.612,0.508,0.771,0.575,0.747,0.467,0.406,0.748,0.278
BRATS_233.nii.gz,0.000,0.000,0.000,0.133,0.472,0.078,0.799,0.688,0.953,0.269,0.768,0.163,0.726,0.773,0.685
BRATS_234.nii.gz,0.728,0.843,0.641,0.378,0.989,0.234,0.530,0.464,0.617,0.726,0.841,0.638,0.831,0.803,0.861
BRATS_235.nii.gz,0.823,0.699,1.000,0.783,0.646,0.996,0.785,0.649,0.992,0.815,0.688,1.000,0.794,0.658,1.000
BRATS_236.nii.gz,0.488,0.375,0.698,0.278,0.428,0.206,0.390,0.307,0.535,0.476,0.563,0.412,0.001,0.000,0.005
BRATS_237.nii.gz,0.799,0.690,0.948,0.192,0.368,0.129,0.810,0.717,0.931,0.838,0.741,0.965,0.820,0.719,0.954
BRATS_238.nii.gz,0.862,0.854,0.869,0.637,0.569,0.723,0.277,0.161,1.000,0.868,0.830,0.910,0.871,0.835,0.910
BRATS_239.nii.gz,0.679,0.530,0.945,0.000,0.000,1.000,0.587,0.496,0.717,0.801,0.703,0.932,0.728,0.594,0.942
BRATS_240.nii.gz,0.594,0.426,0.981,0.000,0.000,1.000,0.261,0.162,0.677,0.736,0.603,0.945,0.788,0.674,0.948
BRATS_241.nii.gz,0.135,0.072,1.000,0.353,0.409,0.310,0.329,0.291,0.378,0.618,0.448,0.998,0.611,0.440,1.000
BRATS_242.nii.gz,0.642,0.485,0.949,0.432,0.276,0.993,0.073,0.039,0.730,0.622,0.457,0.975,0.687,0.534,0.964
BRATS_243.nii.gz,0.617,0.672,0.570,0.014,0.029,0.009,0.657,0.491,0.989,0.109,0.238,0.070,0.241,0.498,0.159
BRATS_244.nii.gz,0.749,0.927,0.628,0.001,0.000,1.000,0.834,0.715,1.000,0.668,0.971,0.510,0.650,0.936,0.498
BRATS_245.nii.gz,0.464,0.360,0.652,0.142,0.271,0.096,0.558,0.610,0.515,0.882,0.801,0.982,0.755,0.606,1.000
BRATS_246.nii.gz,0.576,0.690,0.494,0.131,0.269,0.086,0.363,0.348,0.380,0.851,0.771,0.949,0.783,0.673,0.937
BRATS_247.nii.gz,0.828,0.811,0.845,0.280,0.163,1.000,0.379,0.365,0.395,0.832,0.796,0.871,0.849,0.791,0.917
BRATS_248.nii.gz,0.892,0.879,0.905,0.578,0.406,1.000,0.402,0.424,0.382,0.841,0.841,0.840,0.881,0.907,0.857
BRATS_249.nii.gz,0.649,0.480,0.999,0.497,0.331,0.996,0.652,0.533,0.841,0.821,0.702,0.989,0.717,0.561,0.992
BRATS_250.nii.gz,0.493,0.758,0.366,0.286,0.168,0.948,0.417,0.516,0.350,0.336,0.490,0.255,0.387,0.630,0.279
BRATS_251.nii.gz,0.675,0.551,0.872,0.000,0.000,1.000,0.384,0.238,1.000,0.802,0.791,0.812,0.819,0.774,0.870
BRATS_252.nii.gz,0.764,0.703,0.836,0.391,0.378,0.404,0.653,0.576,0.753,0.661,0.570,0.787,0.656,0.573,0.767
BRATS_253.nii.gz,0.659,0.624,0.698,0.344,0.450,0.278,0.685,0.522,0.996,0.669,0.604,0.750,0.678,0.618,0.750
BRATS_254.nii.gz,0.738,0.650,0.853,0.001,0.000,1.000,0.719,0.569,0.978,0.738,0.643,0.866,0.754,0.626,0.950
BRATS_255.nii.gz,0.696,0.535,0.996,0.319,0.190,1.000,0.792,0.655,1.000,0.840,0.725,0.998,0.767,0.622,1.000
BRATS_256.nii.gz,0.916,0.882,0.953,0.402,1.000,0.251,0.833,0.873,0.797,0.871,0.779,0.989,0.911,0.858,0.971
BRATS_257.nii.gz,0.868,0.775,0.986,0.477,0.972,0.316,0.505,0.644,0.415,0.876,0.803,0.965,0.854,0.796,0.921
BRATS_258.nii.gz,0.847,0.879,0.818,0.179,0.512,0.109,0.576,0.746,0.469,0.784,0.865,0.716,0.879,0.857,0.903
BRATS_259.nii.gz,0.872,0.794,0.968,0.300,0.312,0.289,0.682,0.787,0.602,0.535,0.584,0.494,0.701,0.827,0.608
BRATS_260.nii.gz,0.879,0.784,1.000,0.415,0.280,0.802,0.841,0.750,0.955,0.856,0.748,1.000,0.833,0.714,1.000
BRATS_261.nii.gz,0.814,0.731,0.918,0.000,0.000,1.000,0.681,0.530,0.953,0.788,0.666,0.964,0.788,0.658,0.980
BRATS_262.nii.gz,0.404,0.755,0.275,0.095,0.493,0.052,0.608,0.447,0.948,0.135,0.727,0.074,0.315,0.749,0.200
BRATS_263.nii.gz,0.655,0.493,0.974,0.001,0.000,1.000,0.645,0.485,0.961,0.672,0.510,0.985,0.658,0.491,0.997
BRATS_264.nii.gz,0.847,0.816,0.881,0.435,0.281,0.966,0.756,0.721,0.795,0.748,0.830,0.681,0.851,0.815,0.890
BRATS_265.nii.gz,0.278,0.162,0.999,0.623,0.454,0.994,0.566,0.472,0.707,0.809,0.706,0.946,0.790,0.686,0.931
BRATS_266.nii.gz,0.801,0.698,0.938,0.000,0.000,1.000,0.508,0.346,0.956,0.790,0.659,0.987,0.766,0.621,0.999
BRATS_267.nii.gz,0.755,0.716,0.800,0.630,0.580,0.690,0.830,0.798,0.866,0.834,0.716,0.999,0.858,0.762,0.982
BRATS_268.nii.gz,0.003,0.003,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.003,0.006,0.005,0.003,0.024
BRATS_269.nii.gz,0.899,0.862,0.939,0.188,0.297,0.138,0.642,0.481,0.965,0.903,0.877,0.931,0.875,0.884,0.866
BRATS_270.nii.gz,0.619,0.919,0.466,0.001,0.001,1.000,0.629,0.674,0.589,0.636,0.874,0.500,0.560,0.910,0.404
BRATS_271.nii.gz,0.065,0.041,0.155,0.001,0.000,1.000,0.040,0.033,0.052,0.000,0.000,0.000,0.064,0.040,0.165
BRATS_272.nii.gz,0.654,0.733,0.590,0.484,0.551,0.433,0.621,0.454,0.982,0.685,0.665,0.708,0.734,0.699,0.773
BRATS_273.nii.gz,0.688,0.754,0.632,0.001,0.000,1.000,0.676,0.532,0.928,0.527,0.607,0.465,0.032,0.023,0.052
BRATS_274.nii.gz,0.860,0.754,1.000,0.542,0.701,0.442,0.768,0.623,1.000,0.865,0.763,0.998,0.861,0.755,1.000
BRATS_275.nii.gz,0.647,0.628,0.668,0.001,0.000,1.000,0.668,0.517,0.944,0.630,0.595,0.670,0.634,0.600,0.673
BRATS_276.nii.gz,0.601,0.448,0.913,0.001,0.000,1.000,0.188,0.104,1.000,0.452,0.422,0.487,0.576,0.431,0.868
BRATS_277.nii.gz,0.656,0.498,0.961,0.000,0.000,1.000,0.578,0.431,0.877,0.652,0.487,0.983,0.645,0.479,0.985
BRATS_278.nii.gz,0.412,0.958,0.263,0.002,0.001,1.000,0.002,0.001,1.000,0.550,0.953,0.387,0.553,0.948,0.390
BRATS_279.nii.gz,0.777,0.642,0.984,0.000,0.000,1.000,0.733,0.614,0.909,0.769,0.635,0.975,0.772,0.637,0.979
BRATS_280.nii.gz,0.870,0.794,0.963,0.000,0.000,1.000,0.908,0.877,0.940,0.820,0.715,0.961,0.822,0.715,0.968
BRATS_281.nii.gz,0.697,0.535,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.810,0.706,0.951,0.815,0.710,0.956
BRATS_282.nii.gz,0.204,0.476,0.130,0.001,0.001,1.000,0.670,0.514,0.961,0.239,0.475,0.159,0.526,0.468,0.602
BRATS_283.nii.gz,0.674,0.510,0.997,0.000,0.000,1.000,0.856,0.987,0.756,0.638,0.470,0.993,0.367,0.225,0.995
BRATS_284.nii.gz,0.903,0.825,0.996,0.001,0.000,1.000,0.874,0.776,1.000,0.727,0.571,1.000,0.804,0.672,1.000
BRATS_285.nii.gz,0.152,0.091,0.466,0.001,0.000,1.000,0.662,0.597,0.743,0.106,0.102,0.111,0.129,0.101,0.181
BRATS_286.nii.gz,0.688,0.710,0.667,0.178,0.300,0.127,0.709,0.549,1.000,0.320,0.384,0.274,0.401,0.446,0.364
BRATS_287.nii.gz,0.883,0.854,0.915,0.002,0.001,1.000,0.125,0.982,0.066,0.887,0.870,0.905,0.891,0.873,0.911
BRATS_288.nii.gz,0.666,0.941,0.516,0.145,1.000,0.078,0.003,0.002,1.000,0.668,0.960,0.512,0.691,0.958,0.541
BRATS_289.nii.gz,0.593,0.678,0.527,0.001,0.000,1.000,0.626,0.456,1.000,0.688,0.924,0.548,0.700,0.921,0.564
BRATS_290.nii.gz,0.034,0.026,0.050,0.281,0.598,0.183,0.008,0.004,1.000,0.037,0.026,0.066,0.039,0.026,0.079
BRATS_291.nii.gz,0.667,0.527,0.910,0.009,0.005,1.000,0.623,0.467,0.933,0.790,0.770,0.811,0.789,0.762,0.817
BRATS_292.nii.gz,0.621,0.501,0.816,0.303,0.337,0.276,0.252,0.475,0.171,0.387,0.262,0.744,0.382,0.258,0.736
BRATS_293.nii.gz,0.709,0.674,0.748,0.001,0.001,1.000,0.769,0.887,0.678,0.806,0.825,0.787,0.839,0.794,0.889
BRATS_294.nii.gz,0.099,0.052,0.994,0.001,0.000,1.000,0.086,0.045,1.000,0.094,0.049,0.994,0.091,0.048,0.994
BRATS_295.nii.gz,0.333,0.201,0.976,0.000,0.000,1.000,0.707,0.578,0.909,0.782,0.654,0.975,0.740,0.599,0.968
BRATS_296.nii.gz,0.794,0.699,0.917,0.001,0.000,1.000,0.640,0.754,0.556,0.727,0.623,0.871,0.701,0.699,0.703
BRATS_297.nii.gz,0.797,0.975,0.675,0.106,0.611,0.058,0.525,0.714,0.414,0.799,0.973,0.677,0.855,0.958,0.772
BRATS_298.nii.gz,0.769,0.658,0.925,0.001,0.000,1.000,0.760,0.613,1.000,0.680,0.517,0.994,0.724,0.567,1.000
BRATS_299.nii.gz,0.704,0.751,0.662,0.537,0.689,0.440,0.596,0.425,1.000,0.856,0.765,0.971,0.834,0.724,0.984
BRATS_300.nii.gz,0.639,0.823,0.523,0.040,0.068,0.028,0.470,0.307,1.000,0.796,0.699,0.925,0.827,0.707,0.996
BRATS_301.nii.gz,0.759,0.784,0.735,0.190,0.105,0.981,0.745,0.596,0.991,0.643,0.788,0.543,0.641,0.796,0.536
BRATS_302.nii.gz,0.804,0.778,0.832,0.002,0.001,1.000,0.346,0.612,0.241,0.792,0.866,0.729,0.802,0.775,0.831
BRATS_303.nii.gz,0.665,0.501,0.989,0.408,0.492,0.349,0.522,0.369,0.890,0.663,0.499,0.988,0.662,0.498,0.988
BRATS_304.nii.gz,0.677,0.663,0.692,0.172,0.727,0.097,0.569,0.403,0.964,0.668,0.652,0.686,0.708,0.645,0.784
BRATS_305.nii.gz,0.808,0.892,0.739,0.054,0.078,0.041,0.538,0.758,0.417,0.874,0.880,0.869,0.887,0.919,0.857
BRATS_306.nii.gz,0.864,0.764,0.993,0.609,0.444,0.967,0.638,0.470,0.991,0.852,0.748,0.991,0.799,0.768,0.832
BRATS_307.nii.gz,0.882,0.862,0.903,0.010,0.005,1.000,0.674,0.825,0.570,0.840,0.861,0.820,0.845,0.808,0.886
BRATS_308.nii.gz,0.685,0.570,0.857,0.001,0.000,1.000,0.453,0.466,0.440,0.788,0.699,0.903,0.789,0.720,0.873
BRATS_309.nii.gz,0.789,0.673,0.954,0.001,0.000,1.000,0.623,0.662,0.589,0.794,0.664,0.989,0.768,0.627,0.990
